Element,Radionuclide,Common name,Latin name,Compartment,CR,C_plant,C_soil,Country,Site,K-G class,Contamination,Experiment,Soil depth
K,K-40,Dudhi,Lagenaria siceraria,Fruits,2.20E-01,4.10E+01,1.90E+02,India,"Tarapur (S2), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Gavar,Cyamopsis tetragonoloba,Beans,5.30E-01,9.40E+01,1.80E+02,India,"Tarapur (S20), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Chavali,Vigna unguiculata,Peas,3.10E-01,7.10E+01,2.30E+02,India,"Tarapur (S6), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Lal mat,Amaranthus cruentus,Leaves,1.10E+00,1.90E+02,1.80E+02,India,"Tarapur (S7), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Mat bhaji,Amaranthus viridis,Leaves,1.40E+00,2.50E+02,1.80E+02,India,"Tarapur (S7), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Brinjal,Solanum melongena,Fruits,6.50E-01,1.10E+02,1.80E+02,India,"Tarapur (S23), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Galka,Trichosanthes anguina,Fruits,3.90E-01,6.80E+01,1.80E+02,India,"Tarapur (S23), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Galka,Trichosanthes anguina,Fruits,5.80E-01,1.30E+02,2.20E+02,India,"Tarapur (S6), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Kakdi,Cucumis sativus,Fruits,2.20E-01,3.90E+01,1.80E+02,India,"Tarapur (S23), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Karela,Momordica charantia,Fruits,6.40E-01,1.30E+02,2.00E+02,India,"Tarapur (S11), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Onion,Allium cepa,Bulbs,4.20E-01,7.00E+01,1.70E+02,India,"Tarapur (S11), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Tendli,Coccinia grandis,Fruits,3.40E-01,5.00E+01,1.50E+02,India,"Tarapur (S10), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Tomato,Lycopersicon esculentum,Fruits,4.30E-01,7.10E+01,1.70E+02,India,"Tarapur (S13), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Bhopala,Cucurbita,Fruits,4.40E-01,8.70E+01,2.00E+02,India,"Tarapur (S2), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Shirala,Luffa acutangula,Fruits,2.20E-01,3.60E+01,1.70E+02,India,"Tarapur (S18), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Brinjal,Solanum melongena,Fruits,4.50E-01,7.90E+01,1.80E+02,India,"Tarapur (S11), Palghar District, Maharashtra State",Am,N,F,0-20
K,K-40,Waterleaf,Talinum triangulare,Leaves,2.40E-01,6.00E+01,9.30E+01,Nigeria,"Fashina (5), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Waterleaf,Talinum triangulare,Leaves,3.60E-01,1.20E+02,3.50E+02,Nigeria,"Fashina (6), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Cassava,Manihot esculentun,Roots,4.80E-01,7.80E+01,1.90E+02,Nigeria,"Fashina (1), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Cassava,Manihot esculentun,Roots,5.30E-01,9.90E+01,2.00E+02,Nigeria,"Fashina (2), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Cassava (garri),Manihot esculentun,Roots,4.40E-01,8.80E+01,4.30E+02,Nigeria,"Fashina (10), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Jute,Corchorus sp.,Leaves,5.70E-01,5.30E+01,1.40E+02,Nigeria,"Fashina (7), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Jute,Corchorus sp.,Leaves,3.50E-01,1.20E+02,5.40E+02,Nigeria,"Fashina (8), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,African spinach,Amaranthus hybridus,Leaves,4.90E-01,7.00E+01,2.50E+02,Nigeria,"Fashina (3), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,African spinach,Amaranthus hybridus,Leaves,2.10E-01,1.10E+02,3.40E+02,Nigeria,"Fashina (4), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Maize (yellow),Zea mays,Grains,2.00E-01,8.70E+01,1.60E+02,Nigeria,"Fashina (9), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Waterleaf,Talinum triangulare,Leaves,1.80E-01,4.70E+01,2.00E+02,Nigeria,"Opa (21), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Maize (white),Zea mays,Grains,2.60E-01,5.20E+01,2.60E+02,Nigeria,"Opa (19), Ile-Ife, Osun State",Aw,N,F,0-30
K,K-40,Jute,Corchorus sp.,Leaves,3.30E-01,6.40E+01,1.90E+02,Nigeria,"Opa (20), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Waterleaf,Talinum triangulare,Leaves,5.90E-01,9.80E+00,3.20E+01,Nigeria,"Fashina (5), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Waterleaf,Talinum triangulare,Leaves,8.40E-01,1.70E+01,4.10E+01,Nigeria,"Fashina (6), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Cassava,Manihot esculentun,Roots,8.30E-01,1.80E+01,2.00E+01,Nigeria,"Fashina (1), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Cassava,Manihot esculentun,Roots,6.70E-01,1.30E+01,6.30E+00,Nigeria,"Fashina (2), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Cassava (garri),Manihot esculentun,Roots,8.20E-01,5.10E+00,2.00E+01,Nigeria,"Fashina (10), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Jute,Corchorus sp.,Leaves,2.60E-01,8.20E+00,2.20E+01,Nigeria,"Fashina (7), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Jute,Corchorus sp.,Leaves,5.10E-01,2.10E+01,3.30E+01,Nigeria,"Fashina (8), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,African spinach,Amaranthus hybridus,Leaves,6.80E-01,1.50E+01,1.70E+01,Nigeria,"Fashina (3), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,African spinach,Amaranthus hybridus,Leaves,4.90E-01,1.60E+01,2.00E+01,Nigeria,"Fashina (4), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Maize (yellow),Zea mays,Grains,4.40E-01,9.00E+00,2.10E+01,Nigeria,"Fashina (9), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Waterleaf,Talinum triangulare,Leaves,4.80E-01,9.40E+00,1.80E+01,Nigeria,"Opa (21), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Maize (white),Zea mays,Grains,3.30E-01,6.00E+00,2.00E+01,Nigeria,"Opa (19), Ile-Ife, Osun State",Aw,N,F,0-30
Th,Th-232,Jute,Corchorus sp.,Leaves,1.70E-01,3.40E+00,2.00E+01,Nigeria,"Opa (20), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Waterleaf,Talinum triangulare,Leaves,7.20E-01,9.80E+00,2.00E+01,Nigeria,"Fashina (5), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Waterleaf,Talinum triangulare,Leaves,4.00E-01,6.80E+00,1.50E+01,Nigeria,"Fashina (6), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Cassava,Manihot esculentun,Roots,7.90E-01,7.20E+00,1.00E+01,Nigeria,"Fashina (1), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Cassava,Manihot esculentun,Roots,7.80E-01,8.00E+00,1.20E+01,Nigeria,"Fashina (2), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Cassava (garri),Manihot esculentun,Roots,8.60E-01,1.00E+01,7.30E+00,Nigeria,"Fashina (10), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Jute,Corchorus sp.,Leaves,6.50E-01,1.30E+01,9.10E+00,Nigeria,"Fashina (7), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Jute,Corchorus sp.,Leaves,7.80E-01,1.10E+01,8.10E+00,Nigeria,"Fashina (8), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,African spinach,Amaranthus hybridus,Leaves,6.30E-01,5.70E+00,1.40E+01,Nigeria,"Fashina (3), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,African spinach,Amaranthus hybridus,Leaves,9.70E-01,7.90E+00,1.70E+01,Nigeria,"Fashina (4), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Maize (yellow),Zea mays,Grains,7.20E-01,5.30E+00,9.20E+00,Nigeria,"Fashina (9), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Waterleaf,Talinum triangulare,Leaves,1.30E+00,1.00E+01,1.20E+01,Nigeria,"Opa (21), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Maize (white),Zea mays,Grains,8.00E-01,9.40E+00,8.10E+00,Nigeria,"Opa (19), Ile-Ife, Osun State",Aw,N,F,0-30
U,U-238,Cassava,Manihot esculenta,Roots,1.20E+00,3.00E+01,2.50E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,1.10E+00,2.60E+01,2.40E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,7.70E-01,1.40E+01,1.80E+01,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,7.50E-01,1.40E+01,1.90E+01,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,1.20E+00,2.00E+01,1.70E+01,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,1.30E+00,6.90E+00,5.40E+00,Nigeria,"Unitech Onne campus, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,6.10E-01,1.00E+01,1.70E+01,Nigeria,"Sime village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cassava,Manihot esculenta,Roots,1.30E+00,3.30E+01,2.40E+01,Nigeria,"Brali village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Yam,Dioscorea rotundata,Tubers,2.90E-01,4.80E+00,1.60E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Yam,Dioscorea rotundata,Tubers,3.80E-01,8.10E+00,2.20E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
U,U-238,Yam,Dioscorea rotundata,Tubers,3.60E-01,6.80E+00,1.90E+01,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
U,U-238,Yam,Dioscorea rotundata,Tubers,2.40E-01,6.40E+00,2.70E+01,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cocoyam,Caladium bicolor,Tubers,3.80E-01,6.10E+00,1.60E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cocoyam,Caladium bicolor,Tubers,2.90E-01,7.30E+00,2.50E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cocoyam,Caladium bicolor,Tubers,2.70E-01,6.70E+00,1.60E+01,Nigeria,"Eteo village, Onne, Rivers State",Am,N,F,0-20
U,U-238,Cocoyam,Caladium bicolor,Tubers,5.90E-01,9.70E+00,1.00E+01,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,7.70E-01,1.80E+01,2.40E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,3.90E-01,9.20E+00,2.30E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,7.50E-01,1.20E+01,1.70E+01,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,6.60E-01,6.50E+00,9.80E+00,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,8.10E-01,1.30E+01,1.60E+01,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,7.40E-01,6.70E+00,9.10E+00,Nigeria,"Unitech Onne campus, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,4.20E-01,7.70E+00,1.90E+01,Nigeria,"Sime village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cassava,Manihot esculenta,Roots,1.10E+00,1.80E+01,1.60E+01,Nigeria,"Brali village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Yam,Dioscorea rotundata,Tubers,5.00E-01,8.20E+00,1.70E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Yam,Dioscorea rotundata,Tubers,3.80E-01,9.00E+00,2.40E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Yam,Dioscorea rotundata,Tubers,3.10E-01,7.80E+00,2.50E+01,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Yam,Dioscorea rotundata,Tubers,4.90E-01,8.60E+00,1.70E+01,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cocoyam,Caladium bicolor,Tubers,2.30E-01,5.60E+00,2.50E+01,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cocoyam,Caladium bicolor,Tubers,3.50E-01,8.20E+00,2.40E+01,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cocoyam,Caladium bicolor,Tubers,4.40E-01,6.90E+00,1.60E+01,Nigeria,"Eteo village, Onne, Rivers State",Am,N,F,0-20
Th,Th-232,Cocoyam,Caladium bicolor,Tubers,9.00E-01,7.50E+00,8.30E+00,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,8.30E-01,2.10E+02,2.50E+02,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,8.80E-01,2.40E+02,2.70E+02,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,9.60E-01,4.20E+02,4.40E+02,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,1.10E+00,6.40E+02,6.00E+02,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,1.00E+00,4.80E+02,4.70E+02,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,1.60E+00,3.60E+02,2.30E+02,Nigeria,"Unitech Onne campus, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,1.80E+00,3.80E+02,2.10E+02,Nigeria,"Sime village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cassava,Manihot esculenta,Roots,1.10E+00,6.90E+02,6.20E+02,Nigeria,"Brali village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Yam,Dioscorea rotundata,Tubers,9.80E-01,2.20E+02,2.30E+02,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Yam,Dioscorea rotundata,Tubers,7.50E-01,2.40E+02,3.20E+02,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
K,K-40,Yam,Dioscorea rotundata,Tubers,9.00E-01,2.10E+02,2.30E+02,Nigeria,"Satellite town, Onne, Rivers State",Am,N,F,0-20
K,K-40,Yam,Dioscorea rotundata,Tubers,1.20E+00,2.30E+02,2.10E+02,Nigeria,"Wakama village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cocoyam,Caladium bicolor,Tubers,7.60E-01,2.50E+02,3.20E+02,Nigeria,"Ikpokiri village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cocoyam,Caladium bicolor,Tubers,1.10E+00,2.40E+02,1.50E+02,Nigeria,"Onne town, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cocoyam,Caladium bicolor,Tubers,9.40E-01,1.40E+02,2.20E+02,Nigeria,"Eteo village, Onne, Rivers State",Am,N,F,0-20
K,K-40,Cocoyam,Caladium bicolor,Tubers,9.50E-01,1.60E+02,1.60E+02,Nigeria,"Ogu village, Onne, Rivers State",Am,N,F,0-20
Cs,Cs-137,Jackfruit,Artocarpus integra,Fruits,<0.07,<0.05,7.50E-01,Brazil,"Angra dos Reis, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Pineapple,Ananas comosus,Fruits,<0.09,<0.06,6.60E-01,Brazil,"Canaa, Espirito Santo State",Aw,NU,F,0-10
Cs,Cs-137,Mango,Mangifera indica,Fruits,2.50E-01,2.10E-01,8.40E-01,Brazil,"Caxias, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Cassava,Manihot esculenta,Roots,6.20E+00,5.20E+00,8.30E-01,Brazil,"Ilha de Itamaraca, Pernambuco State",Am,NU,F,0-10
Cs,Cs-137,Coconut,Cocos nucifera,Fruits,4.80E-01,3.60E-01,7.50E-01,Brazil,"Ilha de Itamaraca, Pernambuco State",Am,NU,F,0-10
Cs,Cs-137,Guava,Psidium guajava,Fruits,<0.13,<0.08,6.00E-01,Brazil,"Ilha de Itamaraca, Pernambuco State",Am,NU,F,0-10
Cs,Cs-137,Mango,Mangifera indica,Fruits,<0.11,<0.08,7.50E-01,Brazil,"Ilha de Itamaraca, Pernambuco State",Am,NU,F,0-10
Cs,Cs-137,Sweet potato,Ipomoea batatas,Tubers,1.30E+00,2.20E+00,1.70E+00,Brazil,"Ilha de Itamaraca, Pernambuco State",Am,NU,F,0-10
Cs,Cs-137,Banana,Musa paradisiaca,Fruits,<0.04,<0.06,1.60E+00,Brazil,"Iranduba, Amazonas State",Af,NU,F,0-10
Cs,Cs-137,Passionfruit,Passiflora actinia,Fruits,<0.17,<0.09,5.20E-01,Brazil,"Iranduba, Amazonas State",Af,NU,F,0-10
Cs,Cs-137,Sweet potato,Ipomoea batatas,Tubers,<0.04,<0.06,1.60E+00,Brazil,"Iranduba, Amazonas State",Af,NU,F,0-10
Cs,Cs-137,Coconut,Cocos nucifera,Fruits,<0.03,<0.06,2.00E+00,Brazil,"Itaguai, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Papaya,Carica papaya,Fruits,<0.01,<0.04,2.90E+00,Brazil,"Itapemirim, Espirito Santo State",Aw,NU,F,0-10
Cs,Cs-137,Bean,Phaseolus vulgaris,Beans,<0.02,<0.06,2.80E+00,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Cabbage,Brassica oleracea,Leaves,<0.02,<0.05,2.10E+00,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Cassava,Manihot esculenta,Roots,<0.01,<0.06,5.20E+00,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Coconut,Cocos nucifera,Fruits,<0.15,<0.06,4.00E-01,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Cupuacu ,Theobroma grandiflorum,Fruits,5.20E+00,3.50E+00,6.70E-01,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Lemon,Citrus aurantifolia,Fruits,7.70E-01,7.60E-01,9.90E-01,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Orange,Citrus aurantium,Fruits,7.70E-01,7.60E-01,9.90E-01,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Papaya,Carica papaya,Fruits,<0.05,<0.05,1.00E+00,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Rice,Oryza sativa,Grains,<0.05,<0.06,1.20E+00,Brazil,"Monte Alegre, Para State",Am,NU,F,0-10
Cs,Cs-137,Banana,Musa paradisiaca,Fruits,<0.01,<0.06,4.30E+00,Brazil,"Praia de Grumari, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Carrot,Daucus carota,Roots,<0.06,<0.05,8.40E-01,Brazil,"Praia de Grumari, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Cassava,Manihot esculenta,Roots,<0.02,<0.09,4.30E+00,Brazil,"Praia de Grumari, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Yam,Colocasia esculenta,Tubers,<0.11,<0.09,8.00E-01,Brazil,"Praia de Grumari, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Sugarcane,Saccharum officinarum,Stems,2.70E+00,8.00E-01,3.00E-01,Brazil,"Rio de Janeiro, Rio de Janeiro State",Af,NU,F,0-10
Cs,Cs-137,Buriti,Mauritia vinifera,Fruits,3.10E+00,1.80E+00,5.90E-01,Brazil,"Santarem, Para State",Am,NU,F,0-10
Cs,Cs-137,Lemon,Citrus aurantifolia,Fruits,7.40E-01,1.20E+00,1.60E+00,Brazil,"Santarem, Para State",Am,NU,F,0-10
Cs,Cs-137,Cucumber,Cucumis sativus,Fruits,<0.04,<0.05,1.40E+00,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Eggplant,Solanum melongena,Fruits,<0.16,<0.04,2.50E-01,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Guava,Psidium guajava,Fruits,<0.02,<0.05,2.90E+00,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Jilo,Solanum gilo,Fruits,<0.07,<0.04,5.90E-01,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Okra,Abelmoschus esculentus,Fruits,<0.31,<0.04,<0.13,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Passionfruit,Passiflora actinia,Fruits,<0.11,<0.06,3.50E-01,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
Cs,Cs-137,Squash,Cucurbita pepo,Fruits,<0.03,<0.04,1.40E+00,Brazil,"Santo Antonio de Padua, Rio de Janeiro State",Aw,NU,F,0-10
K,K-40,Papaya,Carica papaya,Fruits,6.80E+00,1.30E+03,1.90E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,8.80E+00,1.10E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,1.40E+01,1.60E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,1.70E+01,1.90E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,2.00E+01,1.90E+03,7.80E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,2.20E+01,2.00E+03,8.70E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,1.40E+01,1.70E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,8.40E+00,1.00E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,1.30E+01,1.50E+03,1.10E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
K,K-40,Papaya,Carica papaya,Fruits,1.90E+01,2.30E+03,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,1.30E+00,4.40E+01,3.10E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,1.40E+00,1.10E+02,8.10E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,2.30E+00,6.30E+01,2.80E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,2.90E-01,9.20E+01,4.80E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,1.50E+00,1.20E+02,8.10E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,9.20E-01,8.70E+01,9.80E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,4.70E-01,5.00E+01,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,4.00E-01,5.00E+01,1.80E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,4.70E-01,7.70E+01,2.40E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Ra,Ra-226,Papaya,Carica papaya,Fruits,3.60E-01,6.60E+01,2.60E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,1.60E+00,1.40E+02,3.80E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,1.20E+00,1.30E+02,1.20E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,3.10E+00,1.20E+02,4.00E+01,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,2.90E-01,1.10E+02,6.60E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,8.20E-01,1.10E+02,1.50E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
Th,Th-232,Papaya,Carica papaya,Fruits,6.40E-01,9.00E+01,1.60E+02,Bangladesh,"Teknaf (Area VI), Cox's Bazar District, Chittagong Division",Am,N,F,15-May
